graph_type,num_nodes,num_edges,nodes,edges,ratio_n_m,ratio_m_n,density,starting_node,target_node,path_length,min_degree,max_degree,mean_degree,median_degree,q0.25_degree,q0.75_degree,variation_coefficient_degree,entropy_degree,astar_alg_avg_duration,astar_alg_median_duration,astar_alg_std_duration,astar_alg_avg_memory_used,astar_alg_median_memory_used,astar_alg_std_memory_used,dijkstra_alg_avg_duration,dijkstra_alg_median_duration,dijkstra_alg_std_duration,dijkstra_alg_avg_memory_used,dijkstra_alg_median_memory_used,dijkstra_alg_std_memory_used,bfs_alg_avg_duration,bfs_alg_median_duration,bfs_alg_std_duration,bfs_alg_avg_memory_used,bfs_alg_median_memory_used,bfs_alg_std_memory_used,dfs_alg_avg_duration,dfs_alg_median_duration,dfs_alg_std_duration,dfs_alg_avg_memory_used,dfs_alg_median_memory_used,dfs_alg_std_memory_used
generate_dense_random_graph,4010,738768,4010,738768,0.005427955731704676,184.23142144638405,0.09190891566295038,3711,1755,1,306,439,368.4628428927681,368.0,356.0,381.0,0.04946698041856897,6.212011462854376,23.579969933333814,23.73589080000056,0.23320623106676733,145895537.33333334,2171803,203256076.95652506,17.248120766666943,17.24991769999997,0.06626843057359955,62583012.0,2171607,85435227.90026566,0.5725326333331395,0.5726433999998335,0.0007881058065670337,61343212.666666664,237011,86417253.08323315,13.511238900000231,13.51439610000034,0.012787255067255724,61341437.333333336,331475,86313000.16496956
generate_random_graph,4011,240676,4011,240676,0.016665558676394823,60.00398903016704,0.029927176573649395,2149,1059,2,82,156,120.00797806033408,120.0,113.0,127.0,0.0903417756318975,5.4700413071360225,1.7888397333329824,1.7892665999997917,0.006033626080645705,69044128.0,1485832,95647106.55182871,15.19193626666644,15.234029199999895,0.12426077560848811,46057845.333333336,1772751,62629044.87979295,8.062013066666927,8.049908300000425,0.0411465737077118,45108835.333333336,357595,63300245.185109146,11.51749106666648,11.467096399999718,0.08743152719128157,45111497.333333336,359203,63298058.6057973
generate_delaunay_graph,4012,12012,4012,12012,0.333999333999334,2.9940179461615153,0.0014929034884874173,1319,1998,23,3,13,5.988035892323031,6.0,5.0,7.0,0.22426793682761403,2.4427165406935356,15.67573796666693,15.678205900000648,0.023376694684973325,45018019.0,364059,63150281.10050509,14.105415800000022,14.12189649999982,0.08227669408188569,43353001.0,386847,60763323.36666534,6.877103800000138,6.872439499999928,0.02779319523137642,43190034.0,257395,60820896.48287826,7.809238799999851,7.793749299999945,0.050377531511395596,43264685.333333336,295291,60767922.86057602
generate_dense_random_graph,4013,1503126,4013,1503126,0.0026697695336252584,374.5641664590082,0.1867219174770729,1284,952,2,645,848,749.1283329180164,749.0,733.0,766.0,0.03347749225768262,6.658101320531497,28.46398020000015,28.415402800000265,0.21963185287444584,295744576.0,2369475,414895295.59838843,20.415267799999736,20.410733899999286,0.06811092812704468,125949197.33333333,2365911,174773606.50691375,9.390073233333473,9.388553600000705,0.050226076322456334,124590950.0,402051,175734536.4035308,11.215384899999966,11.214753299999757,0.11993364647555381,124576732.0,311395,175743630.70717618
generate_random_regular_graph,4014,12042,4014,12042,0.3333333333333333,3.0,0.00149514079242462,2601,2908,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,0.6233713333331252,0.6180846999995993,0.011728882216351188,44806902.666666664,114131,63205129.487898335,14.290107833333119,14.259887700000036,0.0775896894811303,43600747.666666664,591767,60823889.41949658,13.403549566666394,13.3311077999997,0.16919275589221186,43344918.333333336,339699,60826665.229115345,2.2646958999997273,2.272124299999632,0.011717467307697278,43216595.666666664,158235,60893740.25577062
generate_dense_random_graph,4015,123453,4015,123453,0.03252249844070213,30.747945205479454,0.015320351372934455,3927,2079,3,35,87,61.49589041095891,61.0,56.0,67.0,0.12743530869813685,5.0064943981571375,2.036858233333381,2.0143267000003107,0.04710160451719165,58033782.666666664,1281531,80364642.63900717,14.939080966666552,14.990469600000324,0.08247890387988327,45061294.0,1556703,61525008.89200316,8.661391066666814,8.659242700000505,0.07629358338376735,44263014.666666664,364707,62089796.000894286,10.03826703333319,10.030422799999542,0.049159158822217566,44263702.666666664,359747,62089818.44738038
generate_dense_random_graph,4016,996628,4016,996628,0.004029587769960306,248.16434262948206,0.12361860155889517,2660,69,2,422,578,496.32868525896413,496.0,482.0,510.0,0.04210037176567336,6.411690905018739,10.065461533333291,10.10220819999995,0.05386950014845067,188785159.0,2262404,263783700.65582082,18.453709300000202,18.438356800000292,0.09497756790288743,83959905.33333333,2261767,115538637.879051,7.81961139999991,7.811988200000087,0.0136352241924979,82678186.0,351003,116445099.21147843,0.4410093333332649,0.440603199999714,0.004418913031790316,82613664.0,242523,116490418.69147365
generate_2d_grid_graph,4017,7892,4017,7892,0.5089964521033958,1.9646502364948968,0.0009784114723580162,1291,3721,66,2,4,3.9293004729897936,4.0,4.0,4.0,0.06621486302122316,0.3723467867550468,17.04000990000016,17.029023100000813,0.04748468847694178,45719493.333333336,387291,64109460.60688058,14.320247366666385,14.29094780000014,0.08888634156328325,43467782.333333336,394719,60914747.92698819,13.943493433333666,13.85721410000042,0.1365410740707902,43404800.333333336,331523,60914880.86292122,2.894113100000444,2.912844500000574,0.02890467559242786,43274977.333333336,273587,60917819.8576005
generate_2d_grid_graph,4018,7905,4018,7905,0.5082858950031626,1.9673967147834743,0.0009795353322297608,3882,3039,33,2,4,3.9347934295669487,4.0,4.0,4.0,0.06376188450384727,0.35134855119109953,6.292791233333446,6.3077063999999154,0.025706325036360052,45655459.666666664,287163,64160466.10462042,14.780747600000117,14.855614699999933,0.13529638528897014,43489774.333333336,394239,60946335.80096851,4.211331933333288,4.221889399999782,0.015485401781401049,43251859.0,107651,61015146.71886418,12.480179866666731,12.434737900000073,0.07160766923051028,43445550.333333336,353243,60946658.30819498
generate_random_regular_graph,4019,12057,4019,12057,0.3333333333333333,3.0,0.0014932802389248383,1637,458,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,3.207795066666222,3.212693599999511,0.0075168163411285975,45075514.666666664,432203,63240225.39406391,14.424300366666406,14.41006010000001,0.030751639475417123,43702894.333333336,586831,60975383.747544646,2.7087400333336213,2.709134100000483,0.02267288300098428,43328056.333333336,162515,61045316.608194806,12.91626746666619,12.870734599999196,0.08997724144281552,43458622.333333336,346819,60979298.56406358
