graph_type,num_nodes,num_edges,nodes,edges,ratio_n_m,ratio_m_n,density,starting_node,target_node,path_length,min_degree,max_degree,mean_degree,median_degree,q0.25_degree,q0.75_degree,variation_coefficient_degree,entropy_degree,astar_alg_avg_duration,astar_alg_median_duration,astar_alg_std_duration,astar_alg_avg_memory_used,astar_alg_median_memory_used,astar_alg_std_memory_used,dijkstra_alg_avg_duration,dijkstra_alg_median_duration,dijkstra_alg_std_duration,dijkstra_alg_avg_memory_used,dijkstra_alg_median_memory_used,dijkstra_alg_std_memory_used,bfs_alg_avg_duration,bfs_alg_median_duration,bfs_alg_std_duration,bfs_alg_avg_memory_used,bfs_alg_median_memory_used,bfs_alg_std_memory_used,dfs_alg_avg_duration,dfs_alg_median_duration,dfs_alg_std_duration,dfs_alg_avg_memory_used,dfs_alg_median_memory_used,dfs_alg_std_memory_used
generate_dense_random_graph,3201,465922,3201,465922,0.006870248668232022,145.55513901905655,0.09097196188691034,954,1022,2,236,345,291.1102780381131,291.0,280.0,302.0,0.05571474277071526,6.04276489518115,12.791592266662823,12.816800199987483,0.08146424313784364,87140477.0,1669827,120873775.04226168,8.34288040000441,8.347317500010831,0.00687607847090415,39582608.0,1521519,53826530.889908,2.69707243333202,2.696971299999859,0.004377985562297739,38693523.333333336,187795,54455357.17918297,2.38123369999812,2.3808988999953726,0.010263561565182261,38692884.0,187051,54455505.2002025
generate_random_regular_graph,3202,12808,3202,12808,0.25,4.0,0.002499218994064355,445,3110,3,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,2.7839194666594267,2.781863500000327,0.006730338618491697,29329778.0,394179,40921122.19804375,6.814038066659123,6.819818599993596,0.009903731861284742,27895499.666666668,560999,38761526.12045507,5.283475399997163,5.2950038999988465,0.03331636282702333,27644066.0,300539,38769739.15911411,0.28239346666183945,0.282856299993,0.001751571967752631,27548776.0,87035,38836789.19599648
generate_delaunay_graph,3203,9586,3203,9586,0.3341331107865637,2.992819231970028,0.0018693436801811543,2922,2031,22,3,12,5.985638463940056,6.0,5.0,7.0,0.22580767164329885,2.450660493083228,0.6742226666683564,0.6728308000019751,0.0030766414248418125,28924877.666666668,72035,40804087.06907148,7.016166000001249,7.02056070000981,0.019016548126289674,27691987.666666668,340343,38785771.36832803,0.6019205666671041,0.601059599997825,0.0024129574957412934,27525864.666666668,65539,38834787.612401195,0.16182180000760127,0.16192160001082812,0.000284222770430149,27523601.333333332,62347,38836100.945396125
generate_random_regular_graph,3204,9612,3204,9612,0.3333333333333333,3.0,0.0018732438339057135,458,750,5,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,6.797998200000923,6.802954099999624,0.020981276365228545,29119829.0,474027,40616142.62795544,6.843866499994571,6.8414731999946525,0.02360918666236728,27842313.666666668,473679,38809827.13727801,3.6944132666734126,3.6900391000090167,0.015707198322391477,27669821.666666668,301067,38809951.54723933,5.40741960000499,5.401052400004119,0.010414500449081682,27651906.666666668,300003,38782106.42053898
generate_random_regular_graph,3205,9615,3205,9615,0.3333333333333333,3.0,0.0018726591760299626,2157,1043,6,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,2.2533967000005455,2.24917729999288,0.009162717591449106,29084870.0,420131,40642923.560480006,6.804367300006561,6.801107100007357,0.017450261301119936,27854587.666666668,474487,38826348.2350303,6.2037604666644866,6.205461899997317,0.006393122640122306,27680648.333333332,302523,38823333.879532784,4.214679833326954,4.215914599990356,0.015377922263928031,27671390.666666668,306515,38804641.339507006
generate_random_graph,3206,738860,3206,738860,0.004339117018108979,230.46163443543355,0.14381381244020816,694,1016,1,395,529,460.9232688708671,461.0,448.0,474.0,0.04367109051556673,6.340533914871008,6.472479900000811,6.479353599992464,0.01605880255571744,133588942.33333333,1799715,186381201.32042187,9.265343866665111,9.264007399993716,0.0026198297870126605,62300158.666666664,1761775,85626031.980115,0.2977676999968632,0.29635309999866877,0.0021614533361402413,61261674.0,195603,86360499.75016606,6.513028433337847,6.487823500006925,0.0423248043419493,61275749.333333336,238931,86350555.96761066
generate_2d_grid_graph,3207,5342,3207,5342,0.600336952452265,1.6657312129716246,0.001039133632546241,497,2632,5,2,4,3.3314624259432493,3.0,3.0,4.0,0.14209407188288067,0.930773200404766,0.05424946666850398,0.05411630000162404,0.0003017795507442897,29306892.333333332,53691,41370285.38213973,6.7673585000059875,6.76759590000438,0.003057737025402995,27769611.666666668,349735,38882424.405255534,0.04779079999813499,0.04791280000063125,0.00020978185620132647,27554622.0,56963,38887584.91872979,3.626427800001693,3.6356625000044005,0.017387111808691666,27633937.0,115363,38917248.048247844
generate_dense_random_graph,3208,187084,3208,187084,0.017147377648542902,58.31795511221945,0.0363691643980165,622,126,2,80,163,116.6359102244389,116.0,109.0,124.0,0.09126226453011985,5.44062187096838,0.7121365333344633,0.710150099999737,0.003998968536590062,49891381.666666664,987075,69161167.68758126,7.456079866669218,7.453575399995316,0.028408829561855878,29889166.666666668,1425919,40358057.02848322,4.468097399992985,4.462930199995753,0.026139803449953286,29108284.666666668,180339,40910327.03452219,2.318856166670836,2.3226958000013838,0.020070383150803152,29107997.333333332,180123,40910226.153954744
generate_random_graph,3209,550375,3209,550375,0.005830570065864183,171.50981614210033,0.10692631929058626,2462,643,2,279,402,343.01963228420067,343.0,331.0,355.0,0.051395453053051945,6.16112478423023,6.91934866666755,6.910687399999006,0.014209384851772,100234076.66666667,1705331,139445375.93205607,8.599472800002937,8.594160099994042,0.010281026375236509,46686784.0,1705495,63718078.44548594,5.564193499997297,5.558851599998889,0.011981253399447871,45698382.0,254699,64312315.98967063,5.333213066667668,5.329768800002057,0.01050634799056121,45718302.666666664,315323,64298252.122704096
generate_2d_grid_graph,3210,6283,3210,6283,0.5109024351424479,1.9573208722741433,0.0012198945916323735,923,1085,54,2,4,3.9146417445482866,4.0,4.0,4.0,0.07250695406287609,0.4258621238691443,7.357599466665609,7.357235799994669,0.010820982415655133,29636650.666666668,324259,41558683.22766152,6.792604133331527,6.79319039999973,0.008906444671547406,27815091.666666668,343871,38955080.99399999,5.2957511333321845,5.295753100013826,0.006539688688647106,27749133.666666668,277827,38955242.24968853,4.456015600003108,4.460500800007139,0.011062807013701973,27733288.0,311067,38885870.013698526
generate_2d_grid_graph,3211,6234,3211,6234,0.515078601219121,1.941451261289318,0.0012096269540743413,882,137,105,2,4,3.882902522578636,4.0,4.0,4.0,0.08380009637903413,0.52725157991184,7.498635133330633,7.5022357999987435,0.027619249403679474,29637705.333333332,322376,41562979.251301266,6.8210878000002895,6.818775199993979,0.02225237990123268,27831966.333333332,343631,38979239.46315151,5.503617533337092,5.486941800001659,0.03761098140851737,27765739.0,277371,38979313.9703317,3.246008066673918,3.248691400003736,0.01072725405230354,27749265.333333332,309843,38910066.11868677
generate_2d_grid_graph,3212,6307,3212,6307,0.5092754082765182,1.963574097135741,0.0012230296463006795,1486,3040,42,2,4,3.927148194271482,4.0,4.0,4.0,0.067387683115996,0.3809507881664248,6.8620686666690744,6.861476200007019,0.006656294551202997,29662192.333333332,316307,41606084.34485929,6.798285466667342,6.805432799999835,0.014307271062778128,27849174.333333332,343511,39003586.39274101,5.316487300001124,5.310808399997768,0.009311575318655476,27785672.333333332,280115,39003679.94854084,0.2000205666651406,0.20017850000294857,0.0006202231076496313,27652053.333333332,63355,39016333.97863919
generate_dense_random_graph,3213,501007,3213,501007,0.006413084048725866,155.93121693121694,0.09709291216140531,3028,2833,2,255,372,311.8624338624339,312.0,300.0,323.0,0.05346736673736666,6.082147858357892,0.41694113333748345,0.4159767999954056,0.0030252393980428204,92816123.33333333,1123336,129673217.35971893,8.527147966669872,8.521092800001497,0.010283344085289439,42537416.0,1677087,57890163.82117692,5.212614699999297,5.210142099997029,0.006521358866332095,41644560.666666664,337699,58521656.032556206,5.636034466670632,5.637026900003548,0.03071926988699105,41635356.0,311355,58527850.80739853
generate_delaunay_graph,3214,9619,3214,9619,0.33413036698201476,2.992843808338519,0.0018629591088319445,1387,2106,11,3,12,5.985687616677038,6.0,5.0,7.0,0.22495634936484646,2.44483905369322,5.044159833332135,5.047458700006246,0.012043900500594116,29218500.666666668,288747,41017580.26639205,7.071330300003562,7.0747730000002775,0.00741694869804872,27934022.333333332,345335,39017347.974490196,3.236304766663428,3.2368405000015628,0.007907703589263489,27729604.666666668,88443,39090613.189027295,2.4144974666657313,2.4125897999911103,0.005252726297641345,27807432.666666668,131251,39140138.94798154
generate_delaunay_graph,3215,9622,3215,9622,0.3341301184784868,2.992846034214619,0.0018623808551428867,2761,1832,20,3,12,5.985692068429238,6.0,5.0,7.0,0.22515266416081528,2.4464610173454693,3.877196866669692,3.874049100006232,0.020019731137253884,29171940.333333332,129379,41072508.57450878,7.045269299997017,7.052364100003615,0.011754997130340446,27945899.666666668,339735,39041153.89814655,3.6512595333285085,3.6603179999947315,0.029066169516697844,27798712.666666668,240267,39078214.80930025,3.9237715333341234,3.9174677999981213,0.0168592264161909,27831020.0,289075,39055083.1991789
generate_delaunay_graph,3216,9625,3216,9625,0.3341298701298701,2.9928482587064678,0.0018618029603150654,2050,2335,20,3,12,5.9856965174129355,6.0,5.0,7.0,0.2251174929827105,2.4463373052868875,10.84813556666389,10.875306000001729,0.05049197187835684,29332268.333333332,343451,40996384.28681064,7.074722933330729,7.081514100005734,0.011427636346424538,27914523.666666668,334975,39102442.45831213,6.231427200007602,6.252807000011671,0.0432127922282993,27829693.666666668,255419,39100600.3690429,5.478765933333004,5.485260500005097,0.014487650095427929,27856185.0,283995,39098116.484921195
generate_delaunay_graph,3217,9628,3217,9628,0.3341296219360199,2.992850481815356,0.0018612254240145249,1601,3172,14,3,12,5.985700963630712,6.0,5.0,7.0,0.22508233828165214,2.446121681208811,4.573348666672246,4.57590720000735,0.016839807904285815,29263077.0,287691,41082374.497439265,7.079012399995311,7.0805784999975,0.009222065919081817,27947166.333333332,344111,39141149.45875161,3.1503177000025366,3.1460994000080973,0.011233458039083193,27782281.0,90412,39163037.661100216,4.270729733330275,4.278972799991607,0.014554365515723219,27864345.0,273227,39124680.85832168
generate_random_regular_graph,3218,12872,3218,12872,0.25,4.0,0.0024867889337892445,2861,2622,4,8,8,8.0,8.0,8.0,8.0,0.0,-0.0,6.013077233326233,6.02948810000089,0.023737569489997504,29680938.0,565491,41279759.02270464,6.91419993332723,6.915498799993657,0.006191811320951535,28172622.333333332,562367,39149655.87973059,1.302959000002981,1.3044313999998849,0.003072041164970301,27862578.0,145843,39197405.16912022,0.4801930666629535,0.47955699999874923,0.0013898364348831846,27834816.0,103835,39217563.36924101
generate_2d_grid_graph,3219,6314,3219,6314,0.5098194488438391,1.9614787200994097,0.0012190669484769482,2221,3217,50,2,4,3.9229574401988194,4.0,4.0,4.0,0.06915163248755786,0.39635189305053226,7.459422966669081,7.462815300008515,0.030622412021783948,29804228.0,333676,41783363.952388585,6.845158399999491,6.854712999993353,0.01796972837640252,27969611.666666668,344103,39173231.618917875,6.042909066663317,6.018108399992343,0.03604765615520022,27915376.333333332,289643,39173373.82663884,0.10379393333278131,0.10368679999373853,0.0006639021056251555,27769678.666666668,59627,39187953.50847836
generate_dense_random_graph,3220,330397,3220,330397,0.009745851203249424,102.60776397515528,0.06375132896872027,455,1656,2,154,252,205.21552795031056,205.0,196.0,214.0,0.06649369956772441,5.790864929679926,3.0278445333339428,3.030958899995312,0.007934264120516944,67957716.66666667,1426875,94088982.64991792,7.979622633332231,7.9682971000002,0.019874850413516984,31444788.0,1582607,42231529.65651456,4.365356866668056,4.377793399995426,0.02623815183361447,30512271.333333332,330195,42786082.49018035,0.9710665000020526,0.9698154000070645,0.00921382553241224,30463093.333333332,184443,42820511.892882615
generate_random_graph,3221,943111,3221,943111,0.0034152925795585035,292.8006830176964,0.1818637782718611,2038,2969,2,514,666,585.6013660353927,586.0,571.0,600.0,0.03712228735623049,6.452496083817278,0.6784229333328161,0.6790088999987347,0.0009681430386953875,164498754.66666666,1452896,230581698.5562932,9.978345400003795,9.9818673000118,0.0061106359699033205,79257002.66666667,1861015,109454478.05887857,5.528358466671004,5.534380500001134,0.013944316497259461,78229531.33333333,289763,110285946.30606502,2.0965468999929726,2.093978099990636,0.004942431669453811,78199050.0,200139,110307151.72765923
generate_random_regular_graph,3222,9666,3222,9666,0.3333333333333333,3.0,0.0018627755355479665,1217,2670,5,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,4.860396266667522,4.853558400005568,0.014654214640656431,29447746.0,483347,41066825.22660193,6.9242440666712355,6.936400300008245,0.02411402067036977,28159825.0,483119,39141547.97860242,0.9411044333392056,0.940718800004106,0.0010858322052806073,27885450.0,115587,39272539.50726198,5.553441733330449,5.549829600000521,0.024777457949726755,27970382.333333332,297083,39234312.42094366
generate_2d_grid_graph,3223,6142,3223,6142,0.5247476392054705,1.9056779398076327,0.001182916163753962,195,168,27,2,4,3.8113558796152653,4.0,4.0,4.0,0.10347634790218305,0.7067750954139542,1.5767788999995294,1.5786144000012428,0.00401531934852314,29681845.666666668,81723,41860906.23681627,6.838904566665103,6.827383800002281,0.024292452925275643,28040275.666666668,345991,39270495.45511284,0.984091466666238,0.9859893999964697,0.005259725670358878,27893526.0,218235,39243589.09096645,4.702692299998792,4.699370800008182,0.00910550014451194,27942910.666666668,292435,39208364.72842838
generate_2d_grid_graph,3224,6334,3224,6334,0.5089990527312914,1.9646401985111663,0.0012191375727652288,491,2642,54,2,4,3.9292803970223327,4.0,4.0,4.0,0.0664627500226746,0.3729550443080062,4.615069599996787,4.6168847999942955,0.0077234362180915025,29850082.0,285627,41915165.56177419,6.869859300005676,6.87338780000573,0.007642339425847756,28055923.666666668,344663,39294706.94381862,4.289302433326763,4.282355099989218,0.01806111196239173,27976131.0,264491,39294864.055703565,5.949135766670224,5.950228000001516,0.012889390129538157,27974872.333333332,311523,39225494.3612331
generate_dense_random_graph,3225,817765,3225,817765,0.003943675750368382,253.5705426356589,0.1573018254563641,2945,926,1,439,579,507.1410852713178,507.0,494.0,521.0,0.04083108004600778,6.3850233380984465,10.005359033331237,9.996636900003068,0.02044957498518402,154403449.0,1805915,215805949.05912945,9.61061116666921,9.621414100009133,0.022878092963196008,68866094.0,1820239,94820749.5670284,0.36660836666609004,0.3668757999985246,0.0011602829046907677,67786891.33333333,198787,95584047.74441527,6.568364266655408,6.550961199987796,0.025146125852569014,67870566.66666667,303019,95629882.76319022
generate_random_regular_graph,3226,9678,3226,9678,0.3333333333333333,3.0,0.0018604651162790699,1397,322,4,6,6,6.0,6.0,6.0,6.0,0.0,-0.0,5.797452666670627,5.80770420000772,0.017123260044613488,29516387.666666668,481691,41165832.68611185,6.947299600001618,6.943631800008006,0.007170680992487172,28224465.0,472679,39345603.61506371,2.4621224000002258,2.464765400000033,0.009615455628804361,27998424.333333332,153715,39378388.206955865,4.234603900001578,4.218555600004038,0.0323718553558073,28001454.333333332,158803,39375619.17691249
generate_2d_grid_graph,3227,5986,3227,5986,0.5390912128299366,1.8549736597458941,0.0011500146681623646,2624,2516,108,2,4,3.7099473194917882,4.0,3.0,4.0,0.12305021332029378,0.8787155819230831,4.074065666665168,4.082980199993472,0.0129241339251491,29844782.666666668,270864,41928571.83984303,6.8597547999961535,6.845611799988546,0.03448371254365758,28109926.333333332,346887,39262991.20875692,3.1517512333327127,3.1482957000116585,0.011799953968728375,27978971.333333332,244987,39326463.67762845,6.033862700001919,6.05098800000269,0.0258088554515724,28018521.333333332,304691,39298210.77362371
generate_2d_grid_graph,3228,6175,3228,6175,0.5227530364372469,1.9129491945477075,0.0011855898323815976,2534,597,61,2,4,3.825898389095415,4.0,4.0,4.0,0.09996363809721795,0.6748203679412632,3.4927418333342453,3.501984300004551,0.03400375884618023,29880014.0,260235,41993688.50946681,6.888536000003417,6.901109099999303,0.03488414177051832,28126339.666666668,346087,39287334.53821053,2.885824733331295,2.8916963999945438,0.008887252245546744,27946538.0,94331,39389076.36170248,4.491435066665872,4.483464499993715,0.020677243587311524,28085441.0,305123,39391989.30023179
generate_2d_grid_graph,3229,3228,3229,3228,1.0003097893432467,0.9996903065964695,0.0006193868070610096,2719,231,2488,1,2,1.999380613192939,2.0,2.0,2.0,0.012443740872611483,0.0074940352313972655,6.379986499998874,6.368629599994165,0.03786224229330644,29635095.0,387656,41362266.31991662,6.84760509999857,6.8514510999957565,0.020540576868311653,28154459.666666668,373431,39288386.71306184,6.38081963333146,6.3712748999969335,0.014425490956562549,28081589.666666668,300467,39288547.933430344,6.351536900003945,6.350532600001316,0.010664947033789047,28080166.333333332,299179,39288356.54319491
generate_delaunay_graph,3230,9667,3230,9667,0.33412640943415745,2.9928792569659444,0.0018537499268912632,1118,3173,7,3,12,5.985758513931889,6.0,5.0,7.0,0.22547152436400134,2.448722586815169,10.669517400000283,10.662214399999357,0.015369262475691224,29586385.0,344587,41354152.976628825,7.145023466669954,7.14093850000063,0.02295362235795307,28158140.0,344319,39438638.55734912,6.702625033329241,6.713937900000019,0.016756730320249855,28071885.666666668,256987,39440893.69058402,2.9848957666642186,2.9931817000033334,0.011793182875906598,28076296.0,269699,39429328.89230692
generate_random_graph,3231,1023903,3231,1023903,0.0031555723540218164,316.899721448468,0.19622273773898946,485,1638,2,559,718,633.799442896936,633.0,619.0,649.0,0.036051583246374766,6.5234627251060875,3.0459695333314207,3.053278599996702,0.019479436116283992,177464604.66666666,1872315,248429973.4742244,10.356778066663537,10.359468499998911,0.016722597341373463,85945906.66666667,1876215,118892724.41376612,4.389563966663748,4.3917000999936135,0.02635109145155755,84918843.33333333,318387,119723788.5296726,5.069279066670181,5.06784869999683,0.005195441040934906,84879233.33333333,350331,119646836.12617981
generate_delaunay_graph,3232,9673,3232,9673,0.33412591750232606,2.9928836633663365,0.0018526051769522356,2543,2308,18,3,12,5.985767326732673,6.0,5.0,7.0,0.22528646259065582,2.447299960833686,2.5128478333353996,2.5176781000045594,0.013112663988837736,29512311.333333332,254451,41481722.88320995,7.162694333334609,7.180329800001346,0.026050686742200693,28206487.0,339424,39410595.74393696,1.8196535000024596,1.8273759000003338,0.011814655338055991,28033250.0,79147,39533224.321737505,6.1508491000034455,6.14573350000137,0.01008912135299597,28128219.666666668,277531,39490070.23498372
generate_2d_grid_graph,3233,6352,3233,6352,0.5089735516372796,1.9647386328487473,0.001215803609436106,817,2697,42,2,4,3.9294772656974946,4.0,4.0,4.0,0.06637362494045437,0.37220560329297825,5.5951149666701285,5.5899178000108805,0.027009849304468748,29985208.0,302931,42081813.50578782,6.880355833331123,6.874337200002628,0.026627971583582075,28209822.333333332,343239,39514003.74708438,5.057523766663508,5.0535032999905525,0.024482195060199434,28142075.0,275619,39514067.13021957,2.0540349666650095,2.052935300001991,0.001997985132847494,28054884.0,125731,39497894.4384727
generate_random_graph,3234,353460,3234,353460,0.009149550161262943,109.29499072356215,0.06761211922274182,192,1815,2,168,271,218.5899814471243,219.0,209.0,228.0,0.06517754877842398,5.854994327775266,9.743486000001818,9.741760400007479,0.013823356265500247,66627786.333333336,1617763,91939250.28702064,8.06761740000608,8.072275800004718,0.009946799955877737,31785665.333333332,1588911,42788057.309838414,1.5386759666677488,1.5259272000112105,0.01893704553718379,30939756.666666668,186915,43491119.707642324,0.27170480000495445,0.27075999999942724,0.001578076107125891,30889565.333333332,185723,43421824.18589509
generate_delaunay_graph,3235,9682,3235,9682,0.33412518074777936,2.992890262751159,0.0018508907005263817,1438,1453,7,3,12,5.985780525502318,6.0,5.0,7.0,0.22521980317587056,2.447014739257883,10.21733396666726,10.23877110000467,0.04066604573129459,29673000.666666668,341475,41481047.05974891,7.372632933334292,7.41665670000657,0.06992243871494937,28291667.666666668,341343,39527733.873185635,5.337136200003442,5.337566200003494,0.023673739889597412,28151275.666666668,251747,39559722.802595064,2.6686160666674064,2.663416800001869,0.009349112370665255,28168183.333333332,278067,39547442.927530244
generate_2d_grid_graph,3236,5659,3236,5659,0.5718324792366143,1.7487639060568603,0.0010811523375931131,2573,2652,79,2,4,3.4975278121137205,3.0,3.0,4.0,0.14366148075013152,1.0124856689188402,1.6096128666637621,1.608621999999741,0.010046304409434095,29836908.666666668,79752,42083093.32965609,6.824893900004099,6.825068999998621,0.002481117559438914,28317358.333333332,349815,39552084.74511162,1.2841328333403605,1.285196900003939,0.003606461832628332,28065730.0,72419,39588542.6993471,0.16268813333590515,0.16363760000967886,0.0013795388641333936,28058421.333333332,61659,39593423.62175537
generate_dense_random_graph,3237,314646,3237,314646,0.010287751949810263,97.20296570898981,0.060075998584048086,328,2735,2,156,234,194.40593141797962,194.0,185.0,204.0,0.06984311146135863,5.789807080561077,6.8282497666659765,6.838077599997632,0.017969175522264628,66769322.666666664,1583547,92289734.70288977,7.891125766667149,7.8764991000061855,0.03052947058803768,31612866.666666668,1586175,42466292.897046275,1.1828889333361683,1.1864919000072405,0.0061900535285716405,30631051.333333332,186067,43055743.691566356,3.468907966671395,3.4647014000074705,0.025055226976892383,30630412.0,185323,43055891.71258589
generate_dense_random_graph,3238,359412,3238,359412,0.009009159404805627,110.99814700432366,0.06858087550467942,460,323,2,182,270,221.9962940086473,222.0,212.0,232.0,0.0639222851127331,5.843211742136867,0.3398681333346758,0.3395946999953594,0.00048604126182896985,70572258.33333333,956304,98451860.7168735,8.121929200002342,8.109859400006826,0.024037908215848773,31930572.0,1591255,42933344.466371335,5.185472866660954,5.1952378999994835,0.05438000502559648,31046159.333333332,304051,43558579.316713326,0.8378845000018676,0.8348682000068948,0.0053338106615153464,31055885.333333332,334227,43551413.50453878
generate_dense_random_graph,3239,500330,3239,500330,0.006473727339955629,154.47051559123187,0.09541106583769726,2633,1811,2,255,377,308.94103118246375,309.0,297.0,320.0,0.05485826319488166,6.100037656890675,0.2411738999944646,0.24074569999356754,0.0006907602517712449,92682942.33333333,960584,129715037.06897186,8.596525333336709,8.581299900004524,0.021679825791282345,42603925.333333336,1712191,57829984.694744505,5.528454999997241,5.5257012999936705,0.0046018868138529585,41589552.666666664,337747,58442640.44811766,5.986234133340379,5.990078800008632,0.03129915085692198,41583913.333333336,321915,58446708.51028165
generate_dense_random_graph,3240,422981,3240,422981,0.007659918530619579,130.5496913580247,0.08061110920532552,2774,2353,2,210,318,261.0993827160494,261.0,250.0,271.0,0.05866032237109492,5.956140432940945,3.1758624666642086,3.17181569999957,0.009733019416663118,80177483.33333333,1525459,111230855.6868348,8.32022823333682,8.31572060000326,0.01497225395526381,36186814.666666664,1677471,48803683.66540597,0.9351316666628312,0.9338189999980386,0.0069354160492161405,35192124.666666664,329851,49402220.72174835,0.6155710999980025,0.6229647000000114,0.010895039840579813,35144272.0,187963,49435720.21943407
generate_dense_random_graph,3241,935184,3241,935184,0.003465628154459443,288.54797901882137,0.1781160364313712,1672,1897,2,508,669,577.0959580376427,577.0,562.0,591.0,0.03817853074676503,6.470389811703424,2.9731094000017038,2.9757210000097984,0.01778747805933375,173530174.66666666,1703435,242999869.66374278,10.065330666669373,10.06575249999878,0.0011484982228245027,78564378.66666667,1732559,108659542.97188565,5.777631033328362,5.766613400002825,0.021275043583555153,77566080.66666667,341763,109260505.33451931,4.283792733331211,4.276911299995845,0.01887923213194929,77536073.33333333,323867,109281427.53943673
generate_2d_grid_graph,3242,4861,3242,4861,0.6669409586504834,1.499383096853794,0.0009252595475802493,2622,2563,59,2,3,2.998766193707588,3.0,3.0,3.0,0.011706115400499319,0.013700768719358816,0.5851556666651353,0.583883599989349,0.004452706761814686,29854097.666666668,64803,42128435.84483751,6.917132000007162,6.911239300010493,0.02498752365193345,28377550.333333332,355767,39733647.96766806,0.49399893333611544,0.49364950000017416,0.002969729550215985,28207396.666666668,213067,39694822.66500517,2.753247733339473,2.747550100000808,0.01664883755648885,28181997.333333332,101083,39712432.52145619
generate_dense_random_graph,3243,952194,3243,952194,0.0034058185621837567,293.6151711378353,0.18113212284875715,2834,54,2,514,664,587.2303422756706,587.0,572.0,602.0,0.03773124663517413,6.480950503394174,12.976099866665512,12.991205099999206,0.08978435683297538,176401203.66666666,1867659,246863152.65362647,10.152889633332961,10.158619800000452,0.024895705425345735,80012618.66666667,1867671,110513678.76226299,4.390823333334993,4.384215400001267,0.018643274166129407,78945376.66666667,330691,111268182.37409338,0.07793220000166912,0.07791870000073686,0.0009981718943002415,78901382.66666667,201323,111298974.58300407
generate_2d_grid_graph,3244,5673,3244,5673,0.5718314824607791,1.7487669543773119,0.001078487175070806,203,301,98,2,4,3.4975339087546238,3.0,3.0,4.0,0.14365950429432484,1.0124592759213051,2.2011475333323083,2.203118799996446,0.009177503408630923,30074277.0,237536,42300439.53393521,6.921838933335191,6.922214999998687,0.021372064360223753,28406625.0,350215,39677891.298079535,1.627325233333977,1.6219894999958342,0.008755462672090387,28203471.333333332,71547,39784701.663016155,2.8157789333393644,2.8223405000026105,0.009907576488058218,28297459.666666668,142387,39817393.09507912
generate_2d_grid_graph,3245,6376,3245,6376,0.508939774153074,1.9648690292758089,0.0012113865778519168,941,583,10,2,4,3.9297380585516177,4.0,4.0,4.0,0.06625534490895173,0.37121152621391706,0.1844319000034981,0.18428129999665543,0.00027731477644814826,30122563.333333332,59091,42516181.619537316,6.977870166665525,6.9895602999895345,0.018100603168757164,28420270.333333332,344823,39809744.061846316,0.29379579999658745,0.2932085999927949,0.003666629892169159,28220320.666666668,62323,39821444.8168891,4.180897166666303,4.17441819999658,0.014517700767905827,28386227.666666668,312467,39806979.41624128
generate_random_graph,3246,827536,3246,827536,0.003922487964269832,254.94023413431916,0.15712803336475759,2321,2416,2,442,585,509.8804682686383,510.0,496.0,524.0,0.041002895951261664,6.395948575635825,8.503313966667823,8.502098899989505,0.0022032583890433765,147346743.66666666,1843227,205773148.4663646,9.73846950000249,9.742636299997685,0.01298118208197962,69691241.33333333,1843367,95951565.07977833,3.3866280333362133,3.3698809999914374,0.027885516196549255,68681738.66666667,309483,96770474.84289694,0.36336463333282154,0.36301089999324176,0.0013835705066070807,68594570.66666667,198459,96726742.67371215
generate_delaunay_graph,3247,9718,3247,9718,0.33412224737600327,2.992916538343086,0.0018440644105625914,364,2232,9,3,12,5.985833076686172,6.0,5.0,7.0,0.2259454769169963,2.4514843505806696,1.3403537333312368,1.3433741000044392,0.004418479839420566,29674096.333333332,85283,41844935.051655956,7.216036299995419,7.23789509999915,0.04716987382858116,28508019.666666668,345879,39827405.72711717,1.1952053666706586,1.1927105000067968,0.004146751670840711,28287440.666666668,70915,39904215.90826767,0.17588326666736975,0.1765467999939574,0.0011198152975654498,28282297.333333332,63403,39907565.70879242
generate_dense_random_graph,3248,341235,3248,341235,0.009518367107711694,105.06003694581281,0.06471206464170792,2844,2446,2,161,255,210.12007389162562,210.0,200.0,220.0,0.06734640759177384,5.848609502675495,10.85955983333406,10.872007800004212,0.0324403166655204,69584679.33333333,1590443,96168202.96600714,8.185810966664576,8.193437599999015,0.03431231852197982,31948770.0,1632511,42978625.000797555,5.669935866666492,5.680088900000555,0.039473825408625283,31058548.666666668,257835,43608242.905586794,3.4567417333310004,3.4470030999946175,0.014099240938992612,31033781.333333332,185947,43625459.6251683
generate_delaunay_graph,3249,9724,3249,9724,0.3341217605923488,2.992920898738073,0.0018429315878929022,1643,3039,13,3,12,5.985841797476146,6.0,5.0,7.0,0.2261036687292088,2.452820463384347,9.861626700003399,9.88634219999949,0.039118113003713706,29916629.0,335579,41834131.40301841,7.214787466664954,7.204460900000413,0.015057571885428509,28482223.0,339351,39904893.00455846,6.041476699998991,6.062075599998934,0.03725561632260493,28397011.0,254051,39905017.455208845,0.2708732999987357,0.2713430000003427,0.0023148357180566076,28319710.666666668,67595,39954547.768952526
